1.cardName;소년 농부
681.cardName;트라이튼 전략가
681.cardText;{jump}\n{gift} - 인접한 아군 트라이튼 하나당 +1/+0을 얻습니다.
683.cardName;살아있는 연회
683.cardText;{dash|1}\n턴 종료시 인접한 무작위 아군 생물이 살아있는 연회를 포식하고 +1/+1을 얻습니다.
688.cardName;꽃 피는 코다마
688.cardText;{gift} - 무작위 위치에 {green}{green}{green}를 만듭니다.
689.cardName;산들바람 여우
689.cardText;이 생물이 {green} 위로 움직일 때마다, 내 {green}으로 이 생물을 이동시킬 수 있습니다.
691.cardName;승리의 축제
691.cardText;나머지 게임동안 각 플레이어는 매 턴 {faeria|1}을 추가로 얻습니다.
9989.cardName;땅의 소유권 획득
9990.cardName;조종권 획득
657.cardText;{flying}\n내 손에 있는 카드의 지형 요구치가 전부 {wild}이 됩니다. \n{gift} - 가가나 승무원 한 장을 손으로 가져옵니다. 그 카드의 비용은 {faeria|0}이 됩니다.
657.cardName;무지갯빛 오리배 가가나
652.cardText;내가 조종하는 생물이 {corrupt} 능력을 발동할 때마다, 상대방으로부터 생명력을 2 흡수합니다.
652.cardName;노예가 된 사제
9988.cardText;생물 하나에게 {haste}을 줍니다.
9988.cardName;돌격!
9987.cardText;{activate} - 카드를 한 장 뽑습니다.
9987.cardName;지혜의 탑
690.cardText;드워디아가 {green} 위로 움직일 때마다, 내 {green}으로 드워디아를 이동시킬 수 있습니다. 이렇게 이동할 때마다 +1/+1을 얻습니다.
690.cardName;밝은여우족장 드워디아
687.cardText;{gift} - 다음에 뽑는 생물에게 +2/+4를 부여합니다.
687.cardName;영생의 사제
684.cardText;이 생물은 낸 턴에 수확할 수 있습니다.\n{gift} - 이 생물이 있는 땅을 움직입니다.
684.cardName;산호 달팽이
674.cardText;{gift} - 만약 울라니가 유일한 생물이라면 {taunt}, {protection}와 {divine}을 얻습니다.
674.cardName;창공의 수호자 울라니
673.cardText;{gift} - 덱에 생물이 남아있지 않다면, <b>제국 비행선 래디언스</b>와 무작위 중립 생물 10개를 덱에 섞어 넣습니다. 섞인 생물들은 모두 +2/+2를 얻습니다.
673.cardName;래디언스의 선장 배넌
9986.cardText;Ai의 손패를 버립니다.
9986.cardName;Ai 손패 보이기
800.cardText;카드를 한 장 뽑습니다.\n<b>보물지도</b>를 세 장째 낼 때는, 대신 <b>가가나의 보물</b> 하나를 {discover}합니다.\n지금까지 낸 지도: {dynamic_number|0|0}장.
800.cardName;보물지도
749.cardText;삐빅 뿌우.
749.cardName;메카
746.cardText;삐빅 뿌우.
746.cardName;메카
745.cardText;{taunt}, {divine}
745.cardName;수호자
744.cardText;{taunt}, {divine}
744.cardName;수호자
743.cardText;{taunt}과 {divine}을 가진 5/5 수호자 둘을 소환합니다.
743.cardName;수호자의 열쇠
742.cardText;생물 하나를 {discover}합니다. 이 생물은 +6/+6을 얻고 {wild} 카드가 됩니다.
742.cardName;거인의 열쇠
741.cardText;색을 {options|녹색 생물 하나를 {discover}합니다.|청색 생물 하나를 {discover}합니다.|적색 생물 하나를 {discover}합니다.|황색 생물 하나를 {discover}합니다.}합니다. 선택한 색의 생물 하나를 {discover}합니다. 이 생물은 {wild} 카드가 되고 비용이 {faeria|3} 줄어듭니다.
741.cardName;원소의 열쇠
740.cardText;{divine}, {flying}, {dash|5}\n아군 생물 근처에만 소환할 수 있습니다.
740.cardName;수호자의 창
739.cardText;내 손에 있는 카드들의 비용이 {faeria|1} 줄어듭니다.
739.cardName;복종의 형상
738.cardText;{flying}, {dash|5}\n{gift} - 내 손에 <b>돌풍</b>을 가득 채웁니다. 채워진 것 모두 {wild} 카드가 됩니다.
738.cardName;마법 양탄자
737.cardText;{gift} - 아군 생물 하나를 {swallow}합니다.\n{production} - 포식된 생물이 +4/+4를 얻습니다.\n{activate} - 이 건물을 파괴합니다.
737.cardName;수정번데기
736.cardText;{charge|3}, {flying} {gift} - 내 덱에 있는 모든<b>보물지도</b>를 파괴합니다. 파괴된 지도 한 장마다 +1/+1을 얻습니다.\n파괴된 지도:{dynamic_number|0|0}장.
736.cardName;고대의 가고일
735.cardText;{charge|5}, {flying}\n{last_words} - 인접한 모든 적에게 피해를 5 입힙니다.
735.cardName;티리아의 구
734.cardText;{jump}\n착지할 때마다 인접한 모든 적에게 피해를 3 입힙니다.
734.cardName;일등 항해사 소로꼬
733.cardText;{flying}, {jump}
733.cardName;폴짝글라이더
732.cardText;총 지형 요구치가 4 이상인 카드 한 장을 {discover}합니다. 이 카드는 {wild} 카드가 됩니다.
732.cardName;티리아 탐사
731.cardText;{flying}, {dash|2}
731.cardName;기계날치
730.cardText;비용이 {faeria|7} 이상이고 전설이 아닌 카드 2장을 {discover}합니다. 이 카드들은 {wild} 카드가 됩니다.
730.cardName;수정의 향신료
729.cardText;생물 하나에게 +3/+3, {charge|3}, {flying}을 줍니다. 이번 턴에 죽은 아군 생물 하나마다 비용이 {faeria|3} 줄어듭니다.
729.cardName;영혼의 향신료
728.cardText;상대 덱에 있는 이벤트 한 장을 {discover}합니다. 이 카드는 {wild} 카드가 되고 비용이 {faeria|2} 줄어듭니다.
728.cardName;등쳐먹기
727.cardText;{flying}\n{gift} - <b>보물지도</b> 한 장을 내 덱 맨 위에 넣습니다.\n{last_words} - 아랴나를 내 손으로 되돌립니다.
727.cardName;가가나의 혼 아랴나
726.cardText;{gift} - <b>보물지도</b> 한 장을 내 덱에 넣습니다.
726.cardName;아마이 지도상
724.cardText;{flying}\n{gift} - {faeria|5} 비용의 전설 아닌 카드를 한 장 {discover}합니다. 선택하지 않은 두 카드를 상대 패에 추가합니다. 카드들은 모두 {wild}가 됩니다.
724.cardName;아마이 무역상
723.cardText;{dash|1}\n내 턴이 끝날 때 이 생물이 상대 땅 위에 있다면, <b>보물지도</b> 2장을 내 덱에 넣습니다.
723.cardName;켈드란 모험가
722.cardText;내 턴이 끝날 때 다른 모든 아군 메카들에게 +1/+1을 주고 고철다리가 피해를 1 입습니다.
722.cardName;폐품더미 고철다리
721.cardText;모든 아군 메카들이 인접한 적들에게 피해를 2 입힙니다.
721.cardName;폭파
720.cardText;{combat} - 4/2 메카 하나를 인접한 땅에 무작위로 소환합니다.
720.cardName;분열체
719.cardText;{production} - +3/+0을 얻습니다.
719.cardName;불안정한 자율용광로
717.cardText;{dash|1}\n내 턴이 끝날 때 이 생물이 상대 땅 위에 있다면, 내 손에 있는 카드 한 장의 비용을 {faeria|1} 줄입니다.
717.cardName;오우거 모험가
715.cardText;녹색이 아닌 아군 생물 근처에 소환할 수 있습니다.
715.cardName;이국적인 애완동물
714.cardText;{taunt} 생물 하나를 {discover}합니다. 이 생물은 {wild} 카드가 되고 +0/+3을 얻습니다.
714.cardName;보호 요청
713.cardText;{jump}\n인접한 아군 야수들이 +2/+0을 얻습니다.
713.cardName;코다마 야수 돌보미
712.cardText;{gift} - 야수를 하나 {discover}합니다. 이 야수는 {wild} 카드가 됩니다.
712.cardName;티키 동물학자
711.cardText;{dash|1}\n내 턴이 끝날 때 이 생물이 상대 땅 위에 있다면, 인접한 모든 아군 생물에게 +1/+1을 줍니다.
711.cardName;티키 모험가
710.cardText;{jump}\n보물을 발견할 때마다 +3/+3을 얻습니다.
710.cardName;가가나의 선장 후고로
709.cardText;{jump}\n{gift} - 카드를 세 장 뽑습니다. 이때 <b>보물지도</b>를 한 장이라도 뽑았다면 +2/+2을 얻습니다.
709.cardName;트라이튼 별관측가
707.cardText;{gift} - <b>보물지도</b> 한 장을 내 덱에 넣은 뒤 카드를 한 장 뽑습니다.
707.cardName;별껍질 지도지기
706.cardText;<b>보물지도</b> 2장을 내 덱에 넣은 뒤 카드를 한 장 뽑습니다.
706.cardName;병 속의 편지
705.cardText;{jump}\n{gift} - 이 생물을 움직입니다.\n내 턴이 끝날 때 이 생물이 상대 땅 위에 있다면, 카드를 한 장 뽑습니다.
705.cardName;트라이튼 모험가
704.cardText;{flying}\n{gift} - 내 손에 있는 카드와 같은 수의 <b>보물지도</b>를 내 덱에 넣습니다. 내 손의 모든 카드를 덱에 넣은 후, 다시 그만큼의 카드를 뽑습니다.
704.cardName;보물 탐색자 가가나
703.cardText;{flying}, {charge|2}\n{gift} - 내 덱에 똑같은 카드가 하나도 없으면, {haste}과 {protection}을 얻습니다.\n{last_words} - 셀레스트를 내 덱에 다시 넣습니다.
703.cardName;수정용 셀레스트
702.cardText;아군 생물 하나를 선택해, 인접한 적 하나마다 +1/+1을 줍니다.
702.cardName;샤라의 고취
701.cardText;내 턴이 끝날 때 내 덱의 <b>보물지도</b> 한 장을 찾아 덱의 맨 위에 놓습니다. 덱에 보물지도가 없다면, 보물지도 한 장을 덱에 넣습니다.
701.cardName;가가나의 나침반
9985.cardText;모든 보드 애니메이션을 재생합니다.
9985.cardName;만물을 재생하다
