Id;Reference;ItemDescriptor;Rarity;IsVisible;ItemType;IsConsumable;Gold;USD;EUR;GBP;RUB;Matrix;MarketName;MarketShortDescription;MarketDescription;SliderDescription;
325;WellArcaneGold;;RARE;TRUE;WELL;;7500;-1;-1;-1;-1;;;;Spells were laid on these wells long ago, shaping the faeria within for a mysterious and eldritch purpose. \n\nThis item unlocks a new type of well for your board.;;
326;WellArcaneRed;;RARE;TRUE;WELL;;7500;-1;-1;-1;-1;;;;Spells were laid on these wells long ago, shaping the faeria within for a mysterious and eldritch purpose. \n\nThis item unlocks a new type of well for your board.;;
327;WellArcanePurple;;RARE;TRUE;WELL;;7500;-1;-1;-1;-1;;;;Spells were laid on these wells long ago, shaping the faeria within for a mysterious and eldritch purpose. \n\nThis item unlocks a new type of well for your board.;;
328;OrbArcaneGold;;RARE;TRUE;ORB;;7500;-1;-1;-1;-1;;;;Crafted from the stone of a faeria well found in the heart of Solaris. This orb is favored by gods seeking to unravel the secrets of the cosmos.\n\nThis item unlocks a new orb for your avatar.;;
329;OrbArcaneRed;;RARE;TRUE;ORB;;7500;-1;-1;-1;-1;;;;Crafted from the stone of a faeria well found in the lavapools of a volcano. This orb is favored by gods seeking to unravel the secrets of the cosmos.\n\nThis item unlocks a new orb for your avatar.;;
330;OrbArcanePurple;;RARE;TRUE;ORB;;7500;-1;-1;-1;-1;;;;Crafted from the stone of a faeria well found near the gates of Pandora. This orb is favored by gods seeking to unravel the secrets of the cosmos.\n\nThis item unlocks a new orb for your avatar.;;
331;OrbValorGreen;;EPIC;TRUE;ORB;;18000;-1;-1;-1;-1;;;;Carved from moss covered stones from which the ancient giants were made. This orb is favored by elder gods that watched the birth of creation.\n\nThis item unlocks a new orb for your avatar.;;
332;OrbValorSilver;;EPIC;TRUE;ORB;;18000;-1;-1;-1;-1;;;;Carved from silver-veined stones from which the ancient giants were made. This orb is favored by elder gods that watched the birth of creation.\n\nThis item unlocks a new orb for your avatar.;;
333;OrbValorMagenta;;EPIC;TRUE;ORB;;18000;-1;-1;-1;-1;;;;Carved from blood soaked stones from which the ancient giants were made. This orb is favored by elder gods that watched the birth of creation.\n\nThis item unlocks a new orb for your avatar.;;
334;OrbDragonSilver;;LEGENDARY;TRUE;ORB;;40000;-1;-1;-1;-1;;;;The Dragon Orbs are monuments to the time when Dragons saved the world from the chaos of ancient Giants. When the war was won, the four greatest Dragons forged these orbs together. \n\nThis item unlocks a new orb for your avatar.\n\nThis item unlocks a new orb for your avatar.;;
335;OrbHandGrasp;;EPIC;TRUE;ORB;;18000;-1;-1;-1;-1;;;;Not all giants survived being birthed from stone, but still their magic lingers on. \n\nThis item unlocks a new orb for your avatar.;;
336;OrbTribal;;EPIC;TRUE;ORB;;18000;-1;-1;-1;-1;;;;Blessed by the most powerful shamans of the Twelve Tiki tribes. \n\nThis item unlocks a new orb for your avatar.;;
337;OrbHandArcane;;LEGENDARY;TRUE;ORB;;40000;-1;-1;-1;-1;;;;Legend tells of giants of old, able to shape the world with a simple gesture of their hand, a whisper from their stone lips. \n\nThis item unlocks a new orb for your avatar.;;
338;OrbStarCrystal;;RARE;TRUE;ORB;;7500;-1;-1;-1;-1;;;;Ancient humans once worshiped the orbs themselves, crafting beautiful altars on which they could rest. \n\nThis item unlocks a new orb for your avatar.;;
339;OrbStarCrystalOrange;;RARE;TRUE;ORB;;7500;-1;-1;-1;-1;;;;Ancient humans once worshiped the orbs themselves, crafting beautiful altars on which they could rest. \n\nThis item unlocks a new orb for your avatar.;;
340;OrbStarCrystalPurple;;RARE;TRUE;ORB;;7500;-1;-1;-1;-1;;;;Ancient humans once worshiped the orbs themselves, crafting beautiful altars on which they could rest. \n\nThis item unlocks a new orb for your avatar.;;
341;OrbCrystalStone;;RARE;TRUE;ORB;;7500;-1;-1;-1;-1;;;;It is not know why blue crystals grow around this orb, but they seem to only enhance its power. \n\nThis item unlocks a new orb for your avatar.;;
342;OrbCrystalStonePurple;;RARE;TRUE;ORB;;7500;-1;-1;-1;-1;;;;It is not know why purple crystals grow around this orb, but they seem to only enhance its power. \n\nThis item unlocks a new orb for your avatar.;;
343;OrbCrystalStoneGold;;RARE;TRUE;ORB;;7500;-1;-1;-1;-1;;;;It is not know why gold crystals grow around this orb, but they seem to only enhance its power. \n\nThis item unlocks a new orb for your avatar.;;
344;OrbSpidereggOrange;;EPIC;TRUE;ORB;;18000;-1;-1;-1;-1;;;;This orb attracts the spirits of the dead and then binds them in eternal torment to feeds its cruel hunger. \n\nThis item unlocks a new orb for your avatar.;;
345;OrbSpidereggGreen;;EPIC;TRUE;ORB;;18000;-1;-1;-1;-1;;;;Giant spiders find the latent magic of orbs to be a boon to the healthy development of their eggs. It is no wonder that the spiders just keep on getting bigger. \n\nThis item unlocks a new orb for your avatar.;;
346;OrbSpidereggRainbow;;LEGENDARY;TRUE;ORB;;40000;-1;-1;-1;-1;;;;Giant spiders find the latent magic of orbs to be a boon to the healthy development of their eggs. It is no wonder that the spiders just keep on getting bigger. \n\nThis item unlocks a new orb for your avatar.;;
347;OrbFallOfEverlife;;EPIC;;ORB;;-1;-1;-1;-1;-1;;;;Giant spiders find the latent magic of orbs to be a boon to the healthy development of their eggs. It is no wonder that the spiders just keep on getting bigger. \n\nThis item unlocks a new orb for your avatar.;;
348;CardBackMuchaGreen;;EPIC;TRUE;CARD_BACK;;18000;-1;-1;-1;-1;;;;These ancient designs harken back to the first Rakoans, who would draw them carefully with colored sand.\n\nThis item unlocks a new card back for your deck.;;
349;CardBackMuchaMagenta;;EPIC;TRUE;CARD_BACK;;18000;-1;-1;-1;-1;;;;These ancient designs harken back to the first Rakoans, who would draw them carefully with colored sand.\n\nThis item unlocks a new card back for your deck.;;
350;CardBackMosaicFlowerGreen;;EPIC;TRUE;CARD_BACK;;18000;-1;-1;-1;-1;;;;A typical mosaic takes a hundred kappas an entire day to craft. That's 30 days for your whole deck.\n\nThis item unlocks a new card back for your deck.;;
351;CardBackMosaicFlowerRed;;EPIC;TRUE;CARD_BACK;;18000;-1;-1;-1;-1;;;;A typical mosaic takes a hundred kappas an entire day to craft. That's 30 days for your whole deck.\n\nThis item unlocks a new card back for your deck.;;
352;CardBackMosaicSolarBlue;;RARE;TRUE;CARD_BACK;;7500;-1;-1;-1;-1;;;;A typical mosaic takes a hundred kappas an entire day to craft. That's 30 days for your whole deck.\n\nThis item unlocks a new card back for your deck.;;
353;CardBackMosaicSolarMagenta;;RARE;TRUE;CARD_BACK;;7500;-1;-1;-1;-1;;;;A typical mosaic takes a hundred kappas an entire day to craft. That's 30 days for your whole deck.\n\nThis item unlocks a new card back for your deck.;;
354;CardBackFallOfEverlife;;EPIC;;CARD_BACK;;18000;-1;-1;-1;-1;;;;The corruption of the Emperor has reached even the cards in your deck.\n\nThis item unlocks a new card back for your deck.;;
355;AvatarYakShepherd;;RARE;TRUE;AVATAR;;7500;-1;-1;-1;-1;;;;There is a no more peaceful occupation than herding yaks in the steppes of Syland. Even the barbarians know to stay away from trampling hooves. \n\nThis item unlocks a new avatar for your orb.;;
356;AvatarExplorerBlue;;RARE;TRUE;AVATAR;;7500;-1;-1;-1;-1;;;;Explorer of the deep blue seas, of sapphire inlets, and turquoise bays. \n\nThis item unlocks a new avatar for your orb.;;
357;AvatarExplorerPink;;RARE;TRUE;AVATAR;;7500;-1;-1;-1;-1;;;;Explorer of exotic lands, strange cultures, and foreign peoples. \n\nThis item unlocks a new avatar for your orb.;;
358;AvatarSeiferSunglasses;;LEGENDARY;;AVATAR;;40000;-1;-1;-1;-1;;;;Say cheese! \n\nThis item unlocks a new avatar for your orb.;;
359;AvatarKhalimSunglasses;;LEGENDARY;TRUE;AVATAR;;40000;-1;-1;-1;-1;;;;We need no steed, no ship, no metal machine. We mount the sky, we ride the storm! \n\nThis item unlocks a new avatar for your orb.;;
360;AvatarKhalimBlack;;LEGENDARY;TRUE;AVATAR;;40000;-1;-1;-1;-1;;;;So many young warriors are ready for battle, but have no understanding of war. You can control the swing of your sword with ease, but to direct the motion of a nation is harder than swaying the sandstorm from its path. \n\nThis item unlocks a new avatar for your orb.;;
361;AvatarSharraPink;;LEGENDARY;TRUE;AVATAR;;40000;-1;-1;-1;-1;;;;Slaying dragons and looking good doing it. \n\nThis item unlocks a new avatar for your orb.;;
362;AvatarSharraHat;;LEGENDARY;TRUE;AVATAR;;40000;-1;-1;-1;-1;;;;Put me in, coach. I've got one hell of a swing! \n\nThis item unlocks a new avatar for your orb.;;
363;AvatarKingsGuardSilver;;RARE;TRUE;AVATAR;;7500;-1;-1;-1;-1;;;;Any guard who is wounded in the line of duty is given a suit of silver etched armor to forever proclaim his dedication and loyalty. \n\nThis item unlocks a new avatar for your orb.;;
364;AvatarVerduranForceGrey;;RARE;TRUE;AVATAR;;7500;-1;-1;-1;-1;;;;As the seasons change so to do the dryads, from the smallest leafling to the greatest oak. \n\nThis item unlocks a new avatar for your orb.;;
365;AvatarRaizeonAltered;;EPIC;TRUE;AVATAR;;18000;-1;-1;-1;-1;;;;Master of all colors, this entity tests those that would enter his domain. \n\nThis item unlocks a new avatar for your orb.;;
366;AvatarAuroraHippie;;LEGENDARY;;AVATAR;;40000;-1;-1;-1;-1;;;;Peace is the only dream worth pursuing. \n\nThis item unlocks a new avatar for your orb.;;
367;AvatarAuroraDark;;EPIC;TRUE;AVATAR;;18000;-1;-1;-1;-1;;;;If thou gaze long into the nightmare, the nightmare will also gaze into thee. \n\nThis item unlocks a new avatar for your orb.;;
368;AvatarKoboldMercenaryGold;;RARE;;AVATAR;;7500;-1;-1;-1;-1;;;;Some mercenaries are more successful than others, and like everything else in kobold society, success is measured by the size of your gold pile. \n\nThis item unlocks a new avatar for your orb.;;
369;AvatarOgreBattlerBlue;;RARE;TRUE;AVATAR;;7500;-1;-1;-1;-1;;;;Ogres appreciate strength in their enemies, often adapting the clothes or markings of those they kill to honor them. \n\nThis item unlocks a new avatar for your orb.;;
370;AvatarKeldranEmissaryBlue;;RARE;TRUE;AVATAR;;7500;-1;-1;-1;-1;;;;The eldest and most dedicated of the Emissaries dress in blue to show their eternal devotion to the open sky. \n\nThis item unlocks a new avatar for your orb.;;
371;AvatarShaytanAssassinBlue;;RARE;TRUE;AVATAR;;7500;-1;-1;-1;-1;;;;Of all the Shaytan Assassins, the Azure Order is the deadliest and most rare. Their only targets are gods, offering the divine essence of their query to Shaytan. \n\nThis item unlocks a new avatar for your orb.;;
372;AvatarTarumEvil;;LEGENDARY;TRUE;AVATAR;;40000;-1;-1;-1;-1;;;;Driven from his home, his forest slashed and burned. It's surprising this didn't happen sooner. \n\nThis item unlocks a new avatar for your orb.;;
373;AvatarMagdaSecretary;;LEGENDARY;TRUE;AVATAR;;40000;-1;-1;-1;-1;;;;The Queen knows that knowledge is power, and doesn't hesitant to spend night and day within the library to further her plans. \n\nThis item unlocks a new avatar for your orb.;;
374;AvatarRuuninBlack;;LEGENDARY;TRUE;AVATAR;;40000;-1;-1;-1;-1;;;;Born of shadows, ebon runner, always hunting, eyes of void. \n\nThis item unlocks a new avatar for your orb.;;
375;AvatarFugoroRainbow;;LEGENDARY;TRUE;AVATAR;;40000;-1;-1;-1;-1;;;;If you spend too much time in the realm of Dreams a little bit can stick to you and rainbows are hell to wash out. \n\nThis item unlocks a new avatar for your orb.;;
376;AvatarWispWhite;;RARE;TRUE;AVATAR;;7500;-1;-1;-1;-1;;;;A radiant spirit that collects the light of day to share during the darkest nights. \n\nThis item unlocks a new avatar for your orb.;;
377;AvatarWispRainbow;;RARE;TRUE;AVATAR;;7500;-1;-1;-1;-1;;;;No one is sure if these wisps bring the rainbow to the sky, or carry away its essence when it fades. \n\nThis item unlocks a new avatar for your orb.;;
378;AvatarKrogSuit;;LEGENDARY;TRUE;AVATAR;;40000;-1;-1;-1;-1;;;;Krog dress for job he wants. Krog want to be Don. Krog is Don now! \n\nThis item unlocks a new avatar for your orb.;;
379;AvatarKrogBiker;;LEGENDARY;TRUE;AVATAR;;40000;-1;-1;-1;-1;;;;If Krog drive fast enough, then everyone following Krog. Everyone should follow Krog. \n\nThis item unlocks a new avatar for your orb.;;
380;AvatarKaiosCorrupted;;LEGENDARY;;AVATAR;;-1;-1;-1;-1;-1;;;;No mortal mind can withstand the pure concentrated faeria contained within the fruit of Everlife, even a mind as strong and resolute as the Emperors. \n\nThis item unlocks a new avatar for your orb.;;
381;DeckSlot5;DECK_SLOT|5;UNDEFINED;TRUE;BUNDLE;;15000;-1;-1;-1;-1;;5 Deck Slots;5 new Deck Slots!;Deck Slots are the strategist's best companions.\nPurchasing this will increase the maximum number of decks you can have by 5 forever.;;
382;DlcPremiumCompensation;DLC_PREMIUM_COMPENSATION;UNDEFINED;TRUE;NONE;;-1;-1;-1;-1;-1;;;;;;
383;DlcResurgence;DLC_RESURGENCE;UNDEFINED;TRUE;NONE;;-1;-1;-1;-1;-1;;;;;;
384;CardBackMosaicYak;;LEGENDARY;TRUE;CARD_BACK;;40000;-1;-1;-1;-1;;;;An ancient mosaic of an unidentifiable yak.;;
385;DlcElements;BUNDLE;UNDEFINED;;BUNDLE;;-1;-1;-1;-1;-1;;Elements Puzzle DLC;;Test your skills with the Elements Puzzle Pack's 40 exciting new puzzles. Earn rewards as you progress, including a unique card back.;;
386;DlcGagana;DLC_GAGANA;UNDEFINED;TRUE;NONE;;-1;-1;-1;-1;-1;;;;;;
387;DlcAllAvatars;DLC_ALL_AVATARS;UNDEFINED;TRUE;NONE;;-1;-1;-1;-1;-1;;;;;;
388;DlcAllCardBacks;DLC_ALL_CARD_BACKS;UNDEFINED;TRUE;NONE;;-1;-1;-1;-1;-1;;;;;;
389;DlcAllOrbs;DLC_ALL_ORBS;UNDEFINED;TRUE;NONE;;-1;-1;-1;-1;-1;;;;;;
390;DlcAllWells;DLC_ALL_WELLS;UNDEFINED;TRUE;NONE;;-1;-1;-1;-1;-1;;;;;;
391;CardBackSeasonalCupAurora;;EPIC;;CARD_BACK;;-1;-1;-1;-1;-1;;;;;;
392;CardBackSeasonalCupRuunin;;EPIC;;CARD_BACK;;-1;-1;-1;-1;-1;;;;;;
393;CardBackSeasonalCupKhalim;;EPIC;;CARD_BACK;;-1;-1;-1;-1;-1;;;;;;
394;CardBackSeasonalCupSeifer;;EPIC;;CARD_BACK;;-1;-1;-1;-1;-1;;;;;;
395;OrbSeasonalCupAurora;;EPIC;;ORB;;-1;-1;-1;-1;-1;;;;;;
396;OrbSeasonalCupRuunin;;EPIC;;ORB;;-1;-1;-1;-1;-1;;;;;;
397;OrbSeasonalCupKhalim;;EPIC;;ORB;;-1;-1;-1;-1;-1;;;;;;
398;OrbSeasonalCupSeifer;;EPIC;;ORB;;-1;-1;-1;-1;-1;;;;;;
399;WellSeasonalCupAurora;;EPIC;;WELL;;-1;-1;-1;-1;-1;;;;;;
400;WellSeasonalCupRuunin;;EPIC;;WELL;;-1;-1;-1;-1;-1;;;;;;
401;WellSeasonalCupKhalim;;EPIC;;WELL;;-1;-1;-1;-1;-1;;;;;;
402;WellSeasonalCupSeifer;;EPIC;;WELL;;-1;-1;-1;-1;-1;;;;;;
403;BundleSetSeasonalCupAurora;BUNDLE|391|395|399;EPIC;;BUNDLE;;-1;-1;-1;-1;-1;;;;;;
404;BundleSetSeasonalCupRuunin;BUNDLE|392|396|400;EPIC;;BUNDLE;;-1;-1;-1;-1;-1;;;;;;
405;BundleSetSeasonalCupKhalim;BUNDLE|393|397|401;EPIC;;BUNDLE;;-1;-1;-1;-1;-1;;;;;;
406;BundleSetSeasonalCupSeifer;BUNDLE|394|398|402;EPIC;;BUNDLE;;-1;-1;-1;-1;-1;;;;;;
407;EpicPremiumBundle;EPIC_PREMIUM_BUNDLE;UNDEFINED;;NONE;;-1;-1;-1;-1;-1;;;;;;
408;EpicLaunchDlcBundle;EPIC_LAUNCH_DLC_BUNDLE;UNDEFINED;;NONE;;-1;-1;-1;-1;-1;;;;;;
409;AllDlcBundle;ALL_DLC_BUNDLE;UNDEFINED;;NONE;;-1;-1;-1;-1;-1;;;;;;
