ID;IsActive;Name;Type;Char. Name;Char. Level;Req. Level;Difficulty;IsCoOp;XP reward;Coin reward;Gem;Blue Chest reward;Pink Chest Reward;Cards reward;Acts reward;Avatar reward;Orb reward;Card Back reward;Feature reward;Gold card;Co-op ally AI;Lore page reward;Shore;Avatar;Card Back;Orb;Wells;World location;Image;;;;;;
10009;TRUE;ACT_JALMYR_01;LanePuzzleAct;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10010;TRUE;ACT_JALMYR_02;LanePuzzleAct;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10011;TRUE;ACT_JALMYR_03;LanePuzzleAct;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10012;TRUE;ACT_JALMYR_04;LanePuzzleAct;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11001;TRUE;BOSS_ACT_01;BossAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11002;TRUE;BOSS_ACT_02;BossAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20001;TRUE;WILD_ACT_01;WildAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20002;TRUE;WILD_ACT_02;WildAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20003;TRUE;WILD_ACT_03;WildAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20004;TRUE;WILD_ACT_04;WildAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20005;TRUE;WILD_ACT_05;WildAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20006;TRUE;WILD_ACT_06;WildAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20007;TRUE;WILD_ACT_07;WildAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20008;TRUE;WILD_ACT_08;WildAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20009;TRUE;WILD_ACT_09;WildAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20010;TRUE;WILD_ACT_10;WildAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20011;FALSE;WILD_ACT_11;WildAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20012;FALSE;WILD_ACT_12;WildAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20013;FALSE;WILD_ACT_13;WildAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20014;FALSE;WILD_ACT_14;WildAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20015;FALSE;WILD_ACT_15;WildAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30001;TRUE;OVERSKY_ACT_01;OverskyAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30002;TRUE;OVERSKY_ACT_02;OverskyAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30003;TRUE;OVERSKY_ACT_03;OverskyAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30004;TRUE;OVERSKY_ACT_04;OverskyAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30005;TRUE;OVERSKY_ACT_05;OverskyAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30006;TRUE;ACT_LOYALTY_PATCH;FreePuzzleAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;TRUE;LOYALTY_PATCH_00;Puzzle;Jalmyr;56;;;;;;;;;;;;;;;;;;ShoreOverskyDay;AvatarJalmyr;CardBackJalmyr;OrbJalmyr;WellJalmyr;;602;;;;;;
262;TRUE;LOYALTY_PATCH_01;Puzzle;Jalmyr;57;;;;;;;;;;;;;;;;;;ShoreOverskyDay;AvatarJalmyr;CardBackJalmyr;OrbJalmyr;WellJalmyr;;615;;;;;;
263;TRUE;LOYALTY_PATCH_02;Puzzle;Jalmyr;58;;;;;;;;;;;;;;;;;;ShoreOverskyDay;AvatarJalmyr;CardBackJalmyr;OrbJalmyr;WellJalmyr;;611;;;;;;
264;TRUE;LOYALTY_PATCH_03;Puzzle;Ulani;59;;;;;;;;;;;;OrbLoyalty;;;;;;ShoreOverskyDay;AvatarUlani;CardBackAdventurer;OrbLoyalty;WellAdventurer;;507;;;;;;
30007;TRUE;ACT_PUZZLE_TUTORIAL;FreePuzzleAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30008;TRUE;ACT_DLC_ELEMENTS_PAIRS;PremiumPuzzleAct;;1;;;;;1000;;;1;;;;;;;;;;;;;;;;;;;;;;
30009;TRUE;ACT_DLC_ELEMENTS_TRIBES;PremiumPuzzleAct;;1;;;;;1000;;;1;;;;;;;;;;;;;;;;;;;;;;
30010;TRUE;ACT_DLC_ELEMENTS_REDBLUE;FreePuzzleAct;;1;;;;;1000;;;1;;;;;;;;;;;;;;;;;;;;;;
30011;TRUE;ACT_DLC_ELEMENTS_LEGENDS;FreePuzzleAct;;1;;;;;1000;;;1;;;;;;;;;;;;;;;;;;;;;;
30012;TRUE;ACT_DLC_ELEMENTS_MOBILITY;PremiumPuzzleAct;;1;;;;;1000;;;1;;;;;;;;;;;;;;;;;;;;;;
30013;TRUE;ACT_DLC_ELEMENTS_VICTORY_THROUGH_SACRIFICE;PremiumPuzzleAct;;1;;;;;1000;;;1;;;;;;;;;;;;;;;;;;;;;;
30014;TRUE;ACT_DLC_ELEMENTS_INDIRECT_DAMAGE;PremiumPuzzleAct;;1;;;;;1000;;;1;;;;;;;;;;;;;;;;;;;;;;
30015;TRUE;ACT_DLC_ELEMENTS_BOARD_CLEAR;PremiumPuzzleAct;;1;;;;;1000;;;1;;;;;;;;;;;;;;;;;;;;;;
30016;TRUE;ACT_DLC_ELEMENTS_COMBO_THROUGH_THE_AGES;PremiumPuzzleAct;;1;;;;;1000;;;1;;;;;CardBackElements;;;;;;;;;;;;;;;;;
30017;TRUE;ACT_DLC_ELEMENTS_CHALLENGE;PremiumPuzzleAct;;1;;;;;2000;;;1;;;;;;;;;;;;;;;;;;;;;;
265;TRUE;PUZZLE_DLC_ARCHONS_1;Puzzle;Azure Sprite;1;;;;150;100;;;;;;;;;;;;;ShoreGabria;AvatarBlueElemental1;CardBackJalmyr;OrbArcane;WellRunicBlue;;118;;;;;;
266;TRUE;PUZZLE_DLC_GEMSHELL_HAMMER;Puzzle;Azure Sprite;1;;;;150;100;;;;;;;;;;;;;ShoreGabria;AvatarBlueElemental1;CardBackJalmyr;OrbArcane;WellRunicBlue;;615;;;;;;
267;TRUE;PUZZLE_DLC_GRAPPLING_MONK;Puzzle;Azure Presence;1;;;;150;100;;;;;;;;;;;;;ShoreGabria;AvatarBlueElemental2;CardBackJalmyr;OrbArcane;WellRunicBlue;;50;;;;;;
268;TRUE;PUZZLE_DLC_COMMANDER;Puzzle;Azure Presence;1;;;;150;100;;;;;;;;;;;;;ShoreGabria;AvatarBlueElemental2;CardBackJalmyr;OrbArcane;WellRunicBlue;;76;;;;;;
269;TRUE;PUZZLE_DLC_ARCHONS_2;Puzzle;Azure Genie;1;;;;150;100;;;;;;;;;;;;;ShoreGabria;AvatarBlueElemental3;CardBackJalmyr;OrbArcane;WellRunicBlue;;526;;;;;;
270;TRUE;PUZZLE_DLC_DAY_OF_THE_DRAGON;Puzzle;Azure Sprite;1;;;;150;100;;;;;;;;;;;;;ShoreGabria;AvatarBlueElemental1;CardBackJalmyr;OrbArcane;WellRunicBlue;;53;;;;;;
271;TRUE;PUZZLE_DLC_WHALES;Puzzle;Azure Sprite;1;;;;150;100;;;;;;;;;;;;;ShoreGabria;AvatarBlueElemental1;CardBackJalmyr;OrbArcane;WellRunicBlue;;654;;;;;;
272;TRUE;PUZZLE_DLC_ISTANU;Puzzle;Azure Presence;1;;;;150;100;;;;;;;;;;;;;ShoreGabria;AvatarBlueElemental2;CardBackJalmyr;OrbArcane;WellRunicBlue;;519;;;;;;
273;TRUE;PUZZLE_DLC_KAIOS_MOVEMENT;Puzzle;Queen Magda;1;;;;150;100;;;;;;;;;;;;;ShoreGabria;AvatarMagda;CardBackJalmyr;OrbArcane;WellRunicBlue;;36;;;;;;
274;TRUE;PUZZLE_DLC_KAIOS;Puzzle;Azure Genie;1;;;;150;100;;;;;;;;;;;;;ShoreGabria;AvatarBlueElemental3;CardBackJalmyr;OrbArcane;WellRunicBlue;;608;;;;;;
275;TRUE;PUZZLE_DLC_EXPLORER;Puzzle;Verdant Sprite;1;;;;150;100;;;;;;;;;;;;;ShoreForest;AvatarGreenElemental1;CardBackJalmyr;OrbGaea;WellRunicGreen;;181;;;;;;
276;TRUE;PUZZLE_DLC_PAIR_TOSSERS;Puzzle;Verdant Sprite;1;;;;150;100;;;;;;;;;;;;;ShoreForest;AvatarGreenElemental1;CardBackJalmyr;OrbGaea;WellRunicGreen;;521;;;;;;
277;TRUE;PUZZLE_DLC_ENCHANTMENT;Puzzle;Verdant Presence;1;;;;150;100;;;;;;;;;;;;;ShoreForest;AvatarGreenElemental2;CardBackJalmyr;OrbGaea;WellRunicGreen;;144;;;;;;
278;TRUE;PUZZLE_DLC_FAIRIES_1;Puzzle;Verdant Genie;1;;;;150;100;;;;;;;;;;;;;ShoreForest;AvatarGreenElemental3;CardBackJalmyr;OrbGaea;WellRunicGreen;;290;;;;;;
279;TRUE;PUZZLE_DLC_BARRACKS;Puzzle;Verdant Genie;1;;;;150;100;;;;;;;;;;;;;ShoreForest;AvatarGreenElemental3;CardBackJalmyr;OrbGaea;WellRunicGreen;;517;;;;;;
280;TRUE;PUZZLE_DLC_YAK_NEUTRAL;Puzzle;Verdant Sprite;1;;;;150;100;;;;;;;;;;;;;ShoreForest;AvatarGreenElemental1;CardBackJalmyr;OrbGaea;WellRunicGreen;;676;;;;;;
281;TRUE;PUZZLE_DLC_GEM_YAKS;Puzzle;Verdant Presence;1;;;;150;100;;;;;;;;;;;;;ShoreForest;AvatarGreenElemental2;CardBackJalmyr;OrbGaea;WellRunicGreen;;626;;;;;;
282;TRUE;PUZZLE_DLC_YAK_SHEPHERD;Puzzle;Verdant Presence;1;;;;150;100;;;;;;;;;;;;;ShoreForest;AvatarGreenElemental2;CardBackJalmyr;OrbGaea;WellRunicGreen;;677;;;;;;
283;TRUE;PUZZLE_DLC_RAKOANS_1;Puzzle;Verdant Genie;1;;;;150;100;;;;;;;;;;;;;ShoreForest;AvatarGreenElemental3;CardBackJalmyr;OrbGaea;WellRunicGreen;;645;;;;;;
284;TRUE;PUZZLE_DLC_RAKOANS_3;Puzzle;Verdant Genie;1;;;;150;100;;;;;;;;;;;;;ShoreForest;AvatarGreenElemental3;CardBackJalmyr;OrbGaea;WellRunicGreen;;646;;;;;;
285;TRUE;PUZZLE_DLC_YRUSH_1;Puzzle;Desolate Sprite;1;;;;150;100;;;;;;;;;;;;;ShoreAmai;AvatarYellowElemental1;CardBackJalmyr;OrbArcaneGold;WellRunicYellow;;293;;;;;;
286;TRUE;PUZZLE_DLC_YRUSH_2;Puzzle;Desolate Sprite;1;;;;150;100;;;;;;;;;;;;;ShoreAmai;AvatarYellowElemental1;CardBackJalmyr;OrbArcaneGold;WellRunicYellow;;310;;;;;;
287;TRUE;PUZZLE_DLC_MONSTROSITY_FAILED;Puzzle;Desolate Presence;1;;;;150;100;;;;;;;;;;;;;ShoreAmai;AvatarYellowElemental2;CardBackJalmyr;OrbArcaneGold;WellRunicYellow;;302;;;;;;
288;TRUE;PUZZLE_DLC_MAZE;Puzzle;Desolate Genie;1;;;;150;100;;;;;;;;;;;;;ShoreAmai;AvatarYellowElemental3;CardBackJalmyr;OrbArcaneGold;WellRunicYellow;;258;;;;;;
289;TRUE;PUZZLE_DLC_MISTRAL_SALAMANDER;Puzzle;Desolate Genie;1;;;;150;100;;;;;;;;;;;;;ShoreAmai;AvatarYellowElemental3;CardBackJalmyr;OrbArcaneGold;WellRunicYellow;;366;;;;;;
290;TRUE;PUZZLE_DLC_FAILED_BALLOONFISH;Puzzle;Desolate Sprite;1;;;;150;100;;;;;;;;;;;;;ShoreAmai;AvatarYellowElemental1;CardBackJalmyr;OrbArcaneGold;WellRunicYellow;;506;;;;;;
291;TRUE;PUZZLE_DLC_BARRENSKY_VULTURE;Puzzle;Desolate Sprite;1;;;;150;100;;;;;;;;;;;;;ShoreAmai;AvatarYellowElemental1;CardBackJalmyr;OrbArcaneGold;WellRunicYellow;;669;;;;;;
292;TRUE;PUZZLE_DLC_BONE_COLLECTOR;Puzzle;Desolate Presence;1;;;;150;100;;;;;;;;;;;;;ShoreAmai;AvatarYellowElemental2;CardBackJalmyr;OrbArcaneGold;WellRunicYellow;;132;;;;;;
293;TRUE;PUZZLE_DLC_MONSTROSITY_DRAGON;Puzzle;Desolate Presence;1;;;;150;100;;;;;;;;;;;;;ShoreAmai;AvatarYellowElemental2;CardBackJalmyr;OrbArcaneGold;WellRunicYellow;;642;;;;;;
294;TRUE;PUZZLE_DLC_BAERU;Puzzle;Desolate Genie;1;;;;150;100;;;;;;;;;;;;;ShoreAmai;AvatarYellowElemental3;CardBackJalmyr;OrbArcaneGold;WellRunicYellow;;104;;;;;;
295;TRUE;PUZZLE_DLC_KILL_EVERYTHING_1;Puzzle;Crimson Sprite;1;;;;150;100;;;;;;;;;;;;;ShoreMenethyr;AvatarRedElemental1;CardBackJalmyr;OrbArcaneRed;WellRunicRed;;276;;;;;;
296;TRUE;PUZZLE_DLC_WINDCHAMPION_METEOR;Puzzle;Crimson Sprite;1;;;;150;100;;;;;;;;;;;;;ShoreMenethyr;AvatarRedElemental1;CardBackJalmyr;OrbArcaneRed;WellRunicRed;;248;;;;;;
297;TRUE;PUZZLE_DLC_RAKOANS_2;Puzzle;Crimson Presence;1;;;;150;100;;;;;;;;;;;;;ShoreMenethyr;AvatarRedElemental2;CardBackJalmyr;OrbArcaneRed;WellRunicRed;;640;;;;;;
298;TRUE;PUZZLE_DLC_HIPPO;Puzzle;Crimson Presence;1;;;;150;100;;;;;;;;;;;;;ShoreMenethyr;AvatarRedElemental2;CardBackJalmyr;OrbArcaneRed;WellRunicRed;;659;;;;;;
299;TRUE;PUZZLE_DLC_CORRUPT_MOVEMENT;Puzzle;Crimson Genie;1;;;;150;100;;;;;;;;;;;;;ShoreMenethyr;AvatarRedElemental3;CardBackJalmyr;OrbArcaneRed;WellRunicRed;;663;;;;;;
300;TRUE;PUZZLE_DLC_HUNT_ORPHANS;Puzzle;Crimson Sprite;1;;;;150;100;;;;;;;;;;;;;ShoreMenethyr;AvatarRedElemental1;CardBackJalmyr;OrbArcaneRed;WellRunicRed;;624;;;;;;
301;TRUE;PUZZLE_DLC_HUNTDOWN_BLIGHT_BLADE;Puzzle;Crimson Sprite;1;;;;150;100;;;;;;;;;;;;;ShoreMenethyr;AvatarRedElemental1;CardBackJalmyr;OrbArcaneRed;WellRunicRed;;606;;;;;;
302;TRUE;PUZZLE_DLC_AXOLOTL;Puzzle;Crimson Presence;1;;;;150;100;;;;;;;;;;;;;ShoreMenethyr;AvatarRedElemental2;CardBackJalmyr;OrbArcaneRed;WellRunicRed;;630;;;;;;
303;TRUE;PUZZLE_DLC_RADIANCE_ILLUSION;Puzzle;Crimson Genie;1;;;;150;100;;;;;;;;;;;;;ShoreMenethyr;AvatarRedElemental3;CardBackJalmyr;OrbArcaneRed;WellRunicRed;;369;;;;;;
304;TRUE;PUZZLE_DLC_KILL_DONT_DIE;Puzzle;Crimson Genie;1;;;;150;100;;;;;;;;;;;;;ShoreMenethyr;AvatarRedElemental3;CardBackJalmyr;OrbArcaneRed;WellRunicRed;;212;;;;;;
305;TRUE;PUZZLE_DLC_ES_OF_MILL;Puzzle;Dark Wisp;1;;;;150;100;;;;;;;;;;;;;ShoreVoid;AvatarDarkWisp;CardBackJalmyr;OrbArcanePurple;WellArcanePurple;;61;;;;;;
306;TRUE;PUZZLE_DLC_HUNTDOWN_URSUS_OTK;Puzzle;Dark Wisp;1;;;;150;100;;;;;;;;;;;;;ShoreVoid;AvatarDarkWisp;CardBackJalmyr;OrbArcanePurple;WellArcanePurple;;144;;;;;;
307;TRUE;PUZZLE_DLC_EVENT_OTK;Puzzle;Dark Wisp;1;;;;150;100;;;;;;;;;;;;;ShoreVoid;AvatarDarkWisp;CardBackJalmyr;OrbArcanePurple;WellArcanePurple;;102;;;;;;
308;TRUE;PUZZLE_DLC_RUBY_YAK_OTK;Puzzle;Dark Wisp;1;;;;150;100;;;;;;;;;;;;;ShoreVoid;AvatarDarkWisp;CardBackJalmyr;OrbArcanePurple;WellArcanePurple;;641;;;;;;
309;TRUE;PUZZLE_DLC_NINJA_TOAD_OTK;Puzzle;Dark Wisp;1;;;;150;100;;;;;;;;;;;;;ShoreVoid;AvatarDarkWisp;CardBackJalmyr;OrbArcanePurple;WellArcanePurple;;87;;;;;;
310;TRUE;PUZZLE_DLC_SWARMING_CARACIUS;Puzzle;Dark Wisp;1;;;;150;100;;;;;;;;;;;;;ShoreVoid;AvatarDarkWisp;CardBackJalmyr;OrbArcanePurple;WellArcanePurple;;525;;;;;;
311;TRUE;PUZZLE_DLC_SWARMING_CARACIUS_2;Puzzle;Dark Wisp;1;;;;150;100;;;;;;;;;;;;;ShoreVoid;AvatarDarkWisp;CardBackJalmyr;OrbArcanePurple;WellArcanePurple;;525;;;;;;
312;TRUE;PUZZLE_DLC_VOICE_OF_SALAMANDER;Puzzle;Dark Wisp;1;;;;150;100;;;;;;;;;;;;;ShoreVoid;AvatarDarkWisp;CardBackJalmyr;OrbArcanePurple;WellArcanePurple;;185;;;;;;
313;TRUE;PUZZLE_DLC_KROG_IS_KING;Puzzle;Dark Wisp;1;;;;150;100;;;;;;;;;;;;;ShoreVoid;AvatarDarkWisp;CardBackJalmyr;OrbArcanePurple;WellArcanePurple;;108;;;;;;
314;TRUE;PUZZLE_DLC_MEDALION_HARDCORE_MODE;Puzzle;Dark Wisp;1;;;;150;100;;;;;;;;;;;;;ShoreVoid;AvatarDarkWisp;CardBackJalmyr;OrbArcanePurple;WellArcanePurple;;619;;;;;;
30018;TRUE;DRAGON_LAIR_ACT;DragonAct;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;TRUE;DRAGON_1;Dragon;;1;;;;150;;;1;;;;;;;;;;;ShoreDragon;;;;;DRAGONS_LAIR;;;;;;;
316;TRUE;DRAGON_2;Dragon;;1;;;;150;;;1;;;;;;;;;;;ShoreDragon;;;;;DRAGONS_LAIR;;;;;;;
317;TRUE;DRAGON_CO_OP;Dragon;;1;;;TRUE;150;;;1;;;;;;;;;;;ShoreDragon;;;;;DRAGONS_LAIR;;;;;;;
