1.cardName;Granjero
734.cardText;{jump}\nInflige 3 de daño a todos los enemigos adyacentes a donde aterriza.
734.cardName;Sorocco, Primer Piloto
733.cardText;{flying}, {jump}
733.cardName;Planeador Saltarín
732.cardText;{discover} una carta con 4 o más de coste de tierras. Se vuelve {wild}.
732.cardName;Expedición Thyriana
731.cardText;{flying}, {dash|2}
731.cardName;Dron volador
730.cardText;{discover} 2 cartas no legendarias que cuesten {faeria|7} o más. Se vuelven {wild}.
730.cardName;Especias Cristalinas
729.cardText;Otorga a una criatura +3/+3, {charge|3}, y {flying}. Cuesta {faeria|3} menos por cada criatura amistosa que haya muerto en este turno.
729.cardName;Especias Espirituales
728.cardText;{discover} un evento del mazo de tu oponente. Se vuelve {wild} y cuesta {faeria|2} menos.
728.cardName;Trueque
727.cardText;{flying}\n{gift} - Añade un <b>Mapa del Tesoro</b> encima de tu mazo.\n{last_words} - Devuelve a Aryana a tu mano.
727.cardName;Aryana, Alma de Gagana
726.cardText;{gift} - Mete un <b>Mapa del Tesoro</b> en tu mazo.
726.cardName;Amai Vendedor de Mapas
724.cardText;{flying}\n{gift} - {discover} una carta no legendaria de coste {faeria|5}. Añade las 2 cartas que no escogiste a la mano del oponente. Todas se vuelven {wild}.
724.cardName;Amai Mercader
723.cardText;{dash|1}\nAl final de tu turno, mete 2 <b>Mapas del Tesoro</b> en tu mazo si está en tierra enemiga.
723.cardName;Keldran Aventurero
722.cardText;Al final de tu turno, otorga a todos los Mecha amistosos +1/+1 y esto recibe 1 de daño.
722.cardName;Junkfeet, Cabeza de Chatarra
721.cardText;Todos los mecha inflige 2 de daño a todos los enemigos adyacentes.
721.cardName;Detonar
720.cardText;{combat} - Invoca un Mecha 4/2 en un espacio adyacente aleatorio.
720.cardName;Fragmentador
719.cardText;{production} - Gana +3/+0
719.cardName;Cría de la Forja inestable
717.cardText;{dash|1}\nAl final de tu turno, reduce el coste de una carta de tu mano {faeria|1} si está en tierra enemiga.
717.cardName;Ogro Aventurero
715.cardText;Puedes jugar esta carta adyacente a una criatura no verde amistosa.
715.cardName;Mascota exótica
714.cardText;{discover} una criatura con {taunt}. Se vuelve {wild} y gana +0/+3.
714.cardName;Buscar refugio
713.cardText;{jump}\nLas Bestias amistosas adyacentes ganan +2/+0.
713.cardName;Kodama Cuidador de Bestias
712.cardText;{gift} - {discover} una Bestia. Se vuelve {wild}.
712.cardName;Tiki Zoólogo
711.cardText;{dash|1}\nAl final de tu turno, otorga +1/+1 a todas las criaturas amistosas adyacentes si está en una tierra enemiga.
711.cardName;Tiki Aventurero
710.cardText;{jump}\nCuando descubres un Tesoro, Fugoro gana +3/+3.
710.cardName;Fugoro, Capitán del Gagana
709.cardText;{jump}\n{gift} - Roba 3 cartas. Si cualquiera de ellas es un <b>Mapa del Tesoro</b>, esto gana +2/+2.
709.cardName;Tritón Astrónomo
707.cardText;{gift} - Mete un <b>Mapa del Tesoro</b> en tu mazo y roba una carta.
707.cardName;Guardián Conchaestrella
706.cardText;Mete 2 <b>Mapas del Tesoro</b> en tu mazo y roba una carta.
706.cardName;Mensaje en una botella
705.cardText;{jump}\n{gift} - Mueve esta criatura.\nAl final de tu turno, roba una carta si está en tierra enemiga.
705.cardName;Tritón Aventurero
704.cardText;{flying}\n{gift} - Por cada carta en tu mano, añade un <b>Mapa del Tesoro</b> a tu mazo. Mete tu mano en tu mazo y saca la misma cantidad de cartas.
704.cardName;Gagana, Buscadora de Tesoros
703.cardText;{flying}, {charge|2}\{gift} - Si tu mazo solo tiene una carta de cada, gana {haste} y {protection}.\{last_words} - Mete a Celeste de nuevo en tu mazo.
703.cardName;Celeste, Dragón de Cristal
702.cardText;Otorga a una criatura amistosa +1/+1 por cada enemigo adyacente.
702.cardName;Inspiración de Sharra
701.cardText;Al final de tu turno, encuentras un <b>Mapa del Tesoro</b> en tu mazo y lo colocas encima. Si tu mazo no tiene Mapas del Tesoro metes uno.
701.cardName;Brújula de Gagana
9985.cardText;Reproducir todas las animaciones globales
9985.cardName;Animar todas las cosas
